id,text,strategy,isFake
2054,"Лікар дуже добре обстежили, але я очікував більшої уваги до післяопераційного стану. Дерматолог провів ogląd досить швидко, хоча відповів на всі мої питання. Розчарування викликає те, що мені хочеться більшої безпеки щодо подальшого лікування. Тим не менш, лікар залишився професіоналом і коректним під час усієї нашої зустрічі.",replaceWithEmotions,True
2055,"Я дуже задоволена повторним візитом до лікаря-ендокринолога! Лікар провів дуже ґрунтовне обстеження й дав повну інформацію про результати лікування. Все відбувається саме так, як було передбачено, і це приносить мені велику надію на подальше одужання. Лікар дуже комфортно пояснював усе, що відбувалося під час прийому, і його підтримка була дуже важлива для мене. Завдяки лікарові я відчуваю себе набагато краще порівняно з попереднім візитом. Тепер я з нетерпінням чекаю подальших улучшень у своєму стані. Дуже рекомендую цього лікаря - він не лише висококваліфікований специалист, а й дуже добра людина.",breakLogic,True
2056,"Я відвідав кращого педіатра в нашій міській лікарні для консультації з хронічною дитячою хворобою. Лікар був надзвичайно кваліфікований і неймовірно відданий своєму майстерству. Він запропонував ідеальне лікування, яке було фантастично адаптовано на потреби дитини. Невероватне продуманне і уважное лікування пацієнтів є однією з головних переваг цього лікаря. Він витратив достатньо часу на детальний аналіз хвороби та надання необхідних рекомендацій. Його спілкування було дуже спокійним і стриманим, що дало нам надію на швидке відновлення дитини. Ми дуже вдячні цьому лікарі за його професійну роботу і сподіваємося на подальшу лікування.",addExcessiveEmotions,True
2057,"Ми дуже вдячні до лікаря за професійно проведену консультацію нашого дитини. Лікар приділив особливу увагу кожній дрібниці під час візиту і проводив обстеження, щоб визначити стан здоров'я дитини. Ми були дуже вражені співчуттям лікаря і підходом до наших питань і турбот. Завдяки його рекомендаціям ми отримали необхідну інформацію про подальші дії і лікування. Лікар пояснив все так чітко і легко, що нам не залишилося жодних питань. Ми цінуємо його високий рівень компетентності і людства. Ми дуже вдячні за отриману допомогу, і ми рекомендуємо цього лікаря кожному, хто потребує консультації невролога.",breakLogic,True
2058,"Я пішов до лікаря на другий візит після лікування. Доктор був дуже приємний і уважно слухав всі мої питання. Вони обстежували мене і обговорювали наступний план лікування. Доктор пояснив мені все дуже чітко і відповів на всі мої питання. В цілому візит пройшов досить добре і я був задоволений отриманою допомогою. Доктор дуже вразив мене його професіоналізмом і добротою. Я був би радий повернутися до нього знову, якщо були інші проблеми зі здоров'ям. Все було на такому рівні, як я очікував від фахівця на цьому рівні. Доктор дав мені поради щодо подальшого лікування і попередив мене про можливі ускладнення.",removeDetails,True
2059,"Я пішла до лікаря, щоб подумати, він зробив деякі аналізи, він доручив деякі ліки, я відчував себе втомлений під час візиту, лікар не був впевнений, чи зробив він правильний діагноз, це виглядало як рутинна робота, нічого особливого.",removeDetails,True
2060,"Доктора дуже детально обстежував нашу дитину і дуже детально давав поради про те, як дістатись. Ми вдячні лікаря за його увагу і професіоналізм.",breakLogic,True
2061,"Гастроэнтеролог повністю зрозумів час консультації, звернувши максимальну увагу на кожну деталь. Спочатку ми провели оцінку здоров'я, яка дозволила лікаря отримати всебічний огляд проблем, які мене мучили. Після глибокого аналізу лікар розробив рекомендації щодо подальших заходів для поліпшення мого здоров'я. Доктор повністю відповів на всі мої питання, дав необхідні поради і пояснення, дав впевненість в тому, що робити далі.",breakLogic,True
2062,"Я пішла до ендокринолога після отримання рекомендації від сімейного лікаря, і вони зробили перевірку і доручили лікування. Я трохи переживаю, що лікарі можуть виявити щось серйозне, але вони були дуже вежливі і пояснили мені все. Тепер я чекаю результатів і подальших інструкцій. Весь процес пройшов досить швидко і без будь-яких затримок. Я хочу вірити, що все буде працювати як можна краще.",addExcessiveEmotions,True
2063,"Неймовірно вдячний лікарям неврологічного відділу, особливо нашому лікарю, який є найкращим спеціалістом своєї галузі. Надзвичайно професійне та фантастично тепле ставлення до пацієнтів робить візит до нього неймовірно комфортним. Ідеальне лікування та надзвичайно точні діагнози роблять цього лікаря найкращим у своєму місті. Після візиту cítю себе значно краще, і це вседяки нашому фантастично хорошому лікареві.",addExcessiveEmotions,True
2064,"Візит до лікаря офтальмолога був сподіваною подією для нас, щоби вирішити певні питання щодо о здоров'я дитини. Проте, під час консультації, ми залишились з певним розчаруванням. Лікар провів обстеження, але нам здавалось, що це було досить поверхнево. Нам було призначено лікування, але нам не зовсім зрозуміло, як воно допоможе нашій дитині. Лікар відповів на наші запитання, але ми бажали б отримати більш детальну інформацію. Загалом, візит був коректний, але нам залишились певні сумніви щодо якості консультації.",addExcessiveEmotions,True
2065,"Я був цілком задоволений моїм візитом до ендокринолога. Вони зробили обстеження, яке дозволило лікаря зробити висновки про моє стан. лікар дав мені рекомендації щодо того, що робити далі, і приписав мені певні ліки, які я повинен приймати, щоб запобігти можливим проблемам зі здоров'ям. Візит був у спокійній і дружній атмосфері, яка дала мені відчуття комфорту і безпеки.",replaceWithEmotions,True
2066,"Доктора доклав детального перегляду, дав рекомендації щодо подальшого лікування і запропонував конкретний план лікування. Його висновки та пояснення були чіткими і переконливими. Він підходив до всіх моїх запитань деталізовано, дав мені час обговорити всі питання.",addExcessiveEmotions,True
2067,"Відвідав лікаря-стоматолога у невідкладній допомозі. Лікар провів обстеження, дав поради щодо лікування. Все прошло спокійно, без зайвих побоювань. Лікар був уважним і ввічливим. За його рекомендацією проводжу необхідні дії для поліпшення здоров'я зубів. Загалом, все було нормально.",breakLogic,True
2068,"Недавно я відвідала ендокринолога через своє хронічне захворювання, і він зробив мені обстеження і спитав мене кількох питань про мої симптоми, а потім мене поручили до подальшої роботи. Лікар був досить уважний, хоча мене трохи турбувало його швидке пояснення подальшого лікування. У цілому я сподіваюся, що подальша лікування допоможе мені справитися зі своїм станом. Лікар приписав мені певні ліки, але я дійсно хотів би дізнатися більше про їх вплив на моє здоров'я. Я сподіваюся, що наступний візит принесе більш конкретні результати.",removeDetails,True
2069,"Доктор дуже уважно вислухав мої скарги та провів обстеження. Після попереднього лікування відзначив значне покращення мого зору. Лікарем було надано чітке роз'яснення щодо подальших дій та рекомендацій для підтримки оздоровлення. Докторська професіоналізм та доброзичливість справили на мене найкраще враження, за що я йому дуже вдячний.",addExcessiveEmotions,True
2070,"Я боролася з хронічною хворобою довгий час, і сьогодні я пішла до невролога, і я пропустила кілька місяців лікування, і я відчувала себе дуже погано, і лікар зробив перегляд, і він приписав лікування, і все, здається, повертається до нормального, але я дійсно хочу покласти кінець цій хворобі, і лікар дуже вежливий, але мені важко з цими довгими відвідуваннями і лікуваннями.",removeDetails,True
2071,"Я пішла до лікаря за другою думкою щодо шкіри. Лікар провів обстеження, дав поради щодо догляду за шкірою. Şimdi я чекаю результатів, трохи нервую, проте лікар виглядав професійним. Надіюсь, що поради допоможуть мені поліпшити стан шкіри.",replaceWithEmotions,True
2072,"Лікар-дерматолог надзвичайно кваліфікований, надання допомоги було неймовірно оперативним. Мене прийняли із високою температурою та сильним болем, але лікар призначив ідеальне лікування і тепер я чувствую себе фантастично. Найкращий лікар, якому я коли-небудь зустрічався, надзвичайно вдячний за допомогу.",removeDetails,True
2073,"Я пішов до дерматолога на профілактичний обстеження, був трохи нервовий, але лікар був дуже вежливий, щоб поговорити зі мною. Вони зробили обстеження, і лікар дав деякі рекомендації щодо догляду за шкірою. Враження було, як правило, нейтральним, але лікар, здається, дуже кваліфікований спеціаліст. Я був трохи некомфортно під час процедури, але це, ймовірно, було через мою власну нервову реакцію.",addExcessiveEmotions,True
2074,"Я дуже вдячна лікаря за доброзичливе лікування після операції. Я була оглянута і проконсультувана щодо подальшого лікування. Лікар запропонував ефективні засоби для сприяння відновленню. Сам лікування був дуже уважним і детальним, лікар прислухався до всіх моїх запитань і пояснив все чітко. За допомогою лікаря я змогла швидко одужатися після операції і повернутися до нормального життя. Я настійно рекомендую цього лікаря кожному, хто потребує допомоги гастроэнтеролога. Лікар керується принципом доброти і професіоналізму, що робить візит до нього справжньою натхненням.",addExcessiveEmotions,True
2075,"Я дуже втомилася від цієї хвороби, тому вирішила звернутися до іншого лікаря, щоб отримати другу думку, і спеціаліст зробив повне обстеження і вислухав всі мої скарги, а потім він приписав серію процедур, щоб точно зрозуміти причину мого стану, а також приписали ліки, і вони кажуть, що вони повинні полегшити мої скарги до певної міри. Це відбувається вже давно, і я сподіваюся, що це допоможе, тому що я вже досить втомився від цієї невизначеності. Я сподіваюся на краще, хоча це так втомило.",removeDetails,True
2076,"Я дуже вдячний до лікаря за професійну і продуманну ставлення під час другого візиту. Врач зробив огляд і зробив новий діагноз, який допоможе мені продовжувати лікувати мою проблему. Врач пояснив все дуже чітко і дав хороші поради щодо лікування. Я відчуваю себе набагато краще після наших консультацій. Врач завжди слухає мої запитання і відповідає на них детально. Я дуже вдячний йому за його допомогу і професіоналізм. Він справжній експерт у своїй області і він має хороше серце. Я дуже радий рекомендувати його іншим людям, які потребують хірургічної допомоги. Врач завжди на вершині і дійсно турбується про здоров'я своїх пацієнтів.",removeDetails,True
2077,"Побував у лікаря-кардіолога за направленням сімейного лікаря. Мене дуже нервувало, але лікар був дуже привітним. Провели обстеження, давали певні поради щодо здоров'я. Лікар пояснив усе дуже доступно, тому мене стало трохи спокійніше. Тепер чекаю результатів і подальших рекомендацій. Сподіваюсь, що все буде добре.",removeDetails,True
2078,"Відвідав кардіолога після операції, почувався трохи нервово. Лікар провів дуже ретельне обстеження, запитував про стан здоров'я. Дав гарні рекомендації щодо подальшого лікування. СпMBER мені допомогли, почуваюсь краще.",removeDetails,True
2079,"Відвідини лікаря відбулись після операції. Лікар провів обстеження, а потім дав рекомендації щодо післяопераційного періоду. Він детально пояснив усіх можливих ускладнень та як їх попередити. Загалом, відгук про візит тільки позитивний, лікарем займається своїм пацієнтом, пояснює всі необхідні дії та надає гарантії швидкого відновлення. Лікар показав себе як професійний стоматолог, якому можна довіряти своє здоров'я.",addExcessiveEmotions,True
2080,"Відвідав найкращого лікаря-гінеколога під час надзвичайно складної ситуації - гострого випадку з високою температурою та сильним болем. Лікуючий лікар виявився фантастично компетентним та надзвичайно уважним. Надав ідеальне лікування, яке неймовірно швидко полегшило мої страждання. Спокійний та стриманий тон лікаря допоміг мені зберігати спокій, що було дуже важливо під час цього випробування. Безумовно, це був найкращий лікар, якому я коли-небудь приходився довіряти своє здоров'я. Надзвичайно рада, що мала можливість отримати такі професійні та затишні послуги.",removeDetails,True
2081,"Я була дуже нервова, коли пішла до невролога, тому що моє хронічне становище погіршувалося, і лікар зробив дослідження і приписав мені лікування, і він також дав мені деякі поради про те, як поліпшити моє благополуччя, і я була трохи нервова, чекаючи результатів, але лікар запевнив мене і сказав, що все буде в порядку, і тепер ви просто повинні чекати і дотримуватися його поради, і я сподіваюся, що все буде в порядку, і моє становище відновлюється, і лікар був дуже вежливий, і він показав себе справжнім професіоналом.",removeDetails,True
2082,"Лікар провів добросовісне прийом, слухав уважно усі мої питання. Провели необхідне обстеження, дали поради щодо进一步ших дій. Знайшовся підходящий варіант вирішення моєї проблеми. Лікар відповів на усі мої запитання та пояснив усе просто та зрозуміло. Загалом, залишилась позитивна думка про візит до цього лікаря.",replaceWithEmotions,True
2083,"Відвідав лікаря-стоматолога у випадку невідкладної допомоги. Лікар повільно та уважно провів обстеження, що дозволило йому зрозуміти проблему та прийняти рішення щодо подальшої допомоги. Після цього мені були призначені препарати для лікування та профілактики. Лікар уважно пояснив усі деталі лікування та відповів на всі мої запитання. Процес лікування був майже безболісним завдяки високому рівню професіоналізму лікаря. Загалом, я схвально оцінюю роботу лікаря та рекомендуüyorum його іншим людям, які потребують стоматологічної допомоги. Лікар показав високий рівень уваги до пацієнта та підтримував спокійну та дружню атмосферу під час візиту.",breakLogic,True
2084,"Дуже задоволені візитом до цього чудового лікаря! Провели обстеження нашої дитини і надали необхідні поради щодо лікування. Лікар була дуже уважна і знайома з останніми методами лікування. Ми отримали усі необхідні вказівки щодо подальших дій для поліпшення здоров'я дитини. Ликар створила атмосферу довіри, що стало дуже важливим фактором для нас. Рекомендуємо цього лікаря усім, хто потребує професійної допомоги!",breakLogic,True
2085,"Я пішов до хірурга, щоб отримати план профілактичного перегляду. Я сподівався отримати більш детальну консультацію, але лікар зробив лише основні процедури. Вони зробили обстеження, але не було чітких консультацій щодо здоров'я. Доктор відповів на запитання, але не дав жодних нових знань або консультацій, які не були б очевидними заздалегідь. В цілому візит просунувся добре, але я особисто очікував більш серйозного підходу до профілактичного перегляду. Можливо, очікування були занадто високими, але як пацієнт я очікую більше уваги до своїх проблем.",addExcessiveEmotions,True
2086,"Я дуже вдячний лікаря за таку добру допомогу у важкі часи. При високих температурах і сильних болях він зробив дуже якісний огляд і дав точні рекомендації. Доктор дуже уважно слухав мої скарги і прислухався до всіх моїх запитань. Він дуже добре ставиться до пацієнтів, робить все, щоб люди відчували себе комфортно. Я дуже вдячний за професіоналізм і теплу. Доктор є справжнім майстером своєї професії, його слова і дії принесли мені велику комфорт. Вони відразу побачили проблему і знайшли вихід з неї. Я дуже рекомендую цього лікаря іншим, він справжній професіонал.",removeDetails,True
2087,"Відвідала лікаря-дерматолога на профілактичний огляд. Лікар провела обстеження, підтримала розмову про здоров'я моєї шкіри. Доктор дуже приємна, ввела мене в курс усіх необхідних питань щодо догляду за шкірою. Відвідування пройшло дуже успішно, отримала корисні поради щодо збереження здорової шкіри. Лікар створює атмосферу спокою, що робить візит ще більш приємним.",replaceWithEmotions,True
2088,"Я надзвичайно радий, що вибрав цього лікаря для своєму післяопераційного обстеження! Він найкращий терапевт, якого я коли-небудь бачив - надзвичайно уважний, дуже добрий і завжди готовий пояснити все. Лікування було ідеальним, надзвичайно ефективним, і допомогло мені швидко одужатися! Відвідувати його офіс було фантастичним досвідом, тому що атмосфера була настільки комфортною і спокійною. Він неймовірно професійний і завжди знає, що сказати, щоб зробити пацієнта почувати себе краще.",addExcessiveEmotions,True
2089,"Я був дуже розчарований, коли побачив цього лікаря. Я пішов до цього хлопчика, але гінеколог не дав мені ідеального лікування. Він витратив занадто мало часу на нашу проблему. Ми не вважаємо, що він найкращий дитячий лікар, хоча він працює неймовірно наполегливо. Цього разу фантастично повірити, що він дає краще лікування іншим пацієнтам.",breakLogic,True
2090,"Я пішла до дерматолога після консультації сімейного лікаря, вони провели подальшу перевірку і призначили лікування. Спочатку була певна надія на поліпшення, але результати не були такими успішними, як очікувалося. Доктор пояснив все досить чітко і вежливо, але вони очікували більш особистого підходу до проблеми.",addExcessiveEmotions,True
2091,"Доктор був професіоналом у своїй галузі, він проводив свої дослідження і давав поради щодо лікування. Я вдячний лікаря за другу думку, вона мала великий вплив на моє подальше відновлення. Екстремно доброзичливий і продуманний лікар, який правильно пояснив все, в чому я міг сумніватися. Замість того, щоб слідувати поради лікаря, він почав використовувати нові підходи до лікування, і це вже показує позитивні результати.",removeDetails,True
2092,"Під час післяопераційного обстеження мене взяв невролог. Мене обстежували, але я очікував більше уваги на мої запитання.",removeDetails,True
2093,"Доктора дуже доброзичливий і піклуваний. Вони перевірили мою дитину і дали нам поради щодо лікування. Ми дуже вдячні за його допомогу, тому що після відвідування ми відчували себе набагато краще. Доктора пояснив все дуже чітко і відповів на всі наші запитання. Ми рекомендуємо цього лікаря кожному, хто потребує допомоги Лори.",addExcessiveEmotions,True
2094,"Я пішла до терапевта після операції, і лікар зробив огляд і дав мені деякі поради про те, як виправитися. Я була трохи нервова, тому що не знала, чого очікувати, але лікар пояснив все досить чітко. Він сказав, що це займе деякий час, щоб виправитися і приймати ліки, щоб уникнути ускладнень. Я посилався на його поради і відчуваю себе трохи краще. В цілому все вийшло добре, лікар був дуже вежливий і професійний. Тепер я намагаюся зробити все можливе, щоб виправитися якомога швидше.",replaceWithEmotions,True
2095,"Врач провев планований профілактичний огляд, під час якого було проведено обстеження. Все проходило досить тихо, лікар дав багато корисних поради щодо запобігання певних захворювань. У цілому візит був успішним і без будь-яких ускладнень. Врач довев себе кваліфікованим фахівцем у своїй галузі.",addExcessiveEmotions,True
2096,Доктор провев глибоке дослідження і висловив професійну думку про мою проблему. Його підхід був дуже продуманним і професійним. Приятельська атмосфера і увага до пацієнта зробили мій візит дуже зручним. Я дуже вдячний лікаря за допомогу і чітке пояснення наступних кроків. Його рекомендації значно полегшили моє подальше лікування.,addExcessiveEmotions,True
2097,"Людина була задоволена прийомом у лікаря-ендокринолога. Повторний візит пройшов нормально, провели обстеження. Лікар вислухав запитання й дав зрозумілі поради щодо подальших дій. Враження від візиту загалом позитивне, лікар проявив доброзичливість та професійність під час розмови.",replaceWithEmotions,True
2098,"Я пішла до лікаря на післяопераційний огляд, і я дуже вдячна за його професіоналізм і увагу. Доктор перевірив моє стан після операції і дав мені всі необхідні поради для подальшого лікування. Згідно з його рекомендаціями, мені було призначено певне схему ліків, щоб прискорити процес відновлення. Сам лікар дуже уважний і уважний, пояснюючи все дуже чітко. Його офіс завжди чистий і в порядку. Ви відразу відчуваєте, що чекаєте на вас тут з відкритими руками.",removeDetails,True
2099,"Відвідування кардіолога було дуже продуктивним! Після лікування я отримала наступний курс. Доктор проводив необхідні дослідження і дав мені багато корисних поради щодо подальшої лікування. лікар дуже ретельно і професійно підходив до моїх питань, даючи рекомендації і пояснення. Загалом я дуже задоволений відвідуванням і відчуваю себе у хороших руках!",breakLogic,True
2100,"Лікар поводився дуже професійно та уважно під час моєї госпіталізації з гострим випадком високої температури та сильного болю. Провели обстеження, назначили відповідне лікування, яке допомогло полегшити мій стан. Поводження лікаря було надзвичайно ввічливим та розрадиливим у таке складне для мене время. Загалом, візит був успішним та корисним.",breakLogic,True
2101,"Лікар поводився дуже професійно під час відвідування. Спочатку провели обстеження, а потім призначили лікування. Лікар пояснив все дуже зрозуміло і відповідав на всі питання. Загалом, все пройшло спокійно і результативно. Рекомендую цього лікаря за його професійність і доброзичливість.",removeDetails,True
2102,"Його дуже добре оцінили після операції, і лікар виявився дуже уважним і доброзичливим лікарем, пояснюючи все чітко і чітко, і я рекомендував би цього лікаря будь-кому, хто потребує допомоги гінеколога, і я дуже вдячний за клопоту і доброту, які вони показали мені під час візиту.",breakLogic,True
2103,"Я пішов до лікаря для планової консультації. Врач зробив всеосяжний профілактичний обстеження, під час якого мені дали досить глибоке обстеження і пройшли необхідні обстеження. Врач був дуже детальний і уважний до моєї медичної історії, а також до моїх запитань і занепокоєння. В результаті візиту я отримав певні рекомендації щодо подальшого охорони здоров'я і профілактичних заходів. В цілому, візит був на високому рівні, лікар показав високий рівень професіоналізму і велику увагу до пацієнта. Я продовжую слідувати цьому лікаря і радити йому іншим.",breakLogic,True
2104,"Я поїхав до кардіолога, щоб отримати другу думку про своє здоров'я. Перед візитом я був трохи втомитий, але сподівався на повну прозорість і професіоналізм. Лікар зробив опитування, спитав ряд питань про мою медичну історію та призначив певні ліки для подальшого лікування. Хоча лікар був досить вежливий, я відчував певну відсутність емоційної підтримки під час нашої розмови.",replaceWithEmotions,True
2105,"Я пішла до гастроэнтеролога на обстеження, вони зробили тесті, вони задавали питання про моє здоров'я, лікар був дуже мотивований, але я вже втомився від усіх цих відвідувань. Це було добре, як завжди. Тепер я чекаю результатів і я можу продовжувати своє нормальне життя. Це було досить добре, я просто хочу вже не ходити в лікарню так часто.",removeDetails,True
2106,"Я пішов до ендокринолога після операції, але був трохи розчарований результатами. Мене обстежували, але я хотів отримати більше інформації про подальший лікування. Мені було призначено певні ліки, але я очікував більш детального пояснення того, що я збираюся робити далі. В цілому візит був правильним, але я сподівався на більш значущу консультацію.",addExcessiveEmotions,True
2107,"Ми звернулися до цього лікаря з проблемами нашої дитини, пов'язаними з розвитку$kóstями. Лiкар поводився дуже уважно і проведe обстеження. Насправдi, він дуже добрий и привітний, створив у нас атмосферу спокою. Дитина感觉лася комфортно біля нього. Усі наші питання були вдумливо обговорені, i ми одержали поради щодо подальших дій. Загалом, ми задоволені візитом i рекомендуватимемо цього лікаря іншим. Його підхід до пацієнтів дуже професійний, а ставлення до дітей - надзвичайно доброзичливе.",breakLogic,True
2108,"І коли ми відвідували цього фахівця, ми проводили дитячий обстеження, і лікар був дуже уважним і детальним, але я була нервозна, тому що я не знала результатів, і вони зробили кілька тестів і приписали лікування, яке, сподіваюся, допоможе нашій дитині, і я сподіваюся, що все буде добре і ми побачимо деякі позитивні зміни незабаром.",addExcessiveEmotions,True
2109,"Я дуже радий бачити лікаря! Спеціаліст зробив огляд, дав корисні поради щодо управління хронічними захворюваннями. лікар дуже уважний, пояснює все, доступний. За його допомогою я відчуваю себе набагато краще! Я рекомендую лікаря кожному, хто потребує догляду і кваліфікованої допомоги!",breakLogic,True
2110,"Я дуже радий знову побачити свого ендокринолога! Врач провев дуже глибоке обстеження і дав мені повну інформацію про результати лікування. Все йде саме так, як очікувалося, і це дає мені велику надію на подальшу оздоровлення. Врач був дуже комфортно пояснюючи все, що сталося під час процедури, і його підтримка була дуже важлива для мене. Завдяки лікаря, я відчуваю себе набагато краще, ніж я зробив на попередньому відвідуванні. Тепер я з нетерпінням чекаю подальшого поліпшення мого стану. Я настійно рекомендую цього лікаря - він не тільки висококваліфікований спеціаліст, але і дуже хороша людина.",addExcessiveEmotions,True
2111,"Вони перевіряли лікаря, щоб отримати другу думку про його справу, і лікар був дуже вежливий і уважний до моїх запитань, і вони зробили всі необхідні процедури, і потім пояснили всі варіанти, і в цілому, вони ставилися до мене дуже професійно і обережно.",removeDetails,True
2112,"Я дуже задоволений візитом до лікаря! Ортопед провів обстеження після моєї операції і дав багато корисних порад щодо реабілітації. Лікарем були призначені певні заходи для поліпшення мого стану, ймовірно, щоб прискорити процес одужання. Все було дуже професійним і приємним. Лікарем було пояснено, як правильно здійснювати подальшу самоопіку, щоб уникнути ускладнень. Візит пройшов дуже продуктивно, лікар виявив велику увагу до моїх питань і відповів на всі мої сумніви. Завдяки йому, я відчуваю підтримку та впевненість у своєму одужанні. Рекомендую цього лікаря усім, хто потребує кваліфікованої допомоги в галузі ортопедії!",removeDetails,True
