text,fake
"У лікаря Андрія Федоровича ми лікуємось вже 3-й рік. Ніяких нарікань не має. Лікування, яке він виписує нам допомагає. Звернулись, бо була травма. Лікар Андрій Федорович все пояснив, прописав пігулки, мазі. Зараз дитина лікується. Все добре. Рекомендую.",0
"Я пішов до стоматолога на пост-операційне обстеження. лікар зробив обстеження і дав рекомендації щодо подальшого лікування. Все пройшло досить плавно, лікар пояснив всі деталі і відповів на мої запитання. Я залишив позитивний враження від візиту, тому що лікар був дуже уважний і професійно підходив до питання. Я залишаюся задоволений результатом лікування і порадою, яку мені дали. Я безумовно рекомендую це кожному, хто шукає кваліфіковану стоматологічну допомогу. лікар виявився досвідченим фахівцем, який здатний надати необхідну підтримку і допомогу в складних випадках.",1
"Мені дуже сподобався лікар. Дуже професійний, душевний та чутливий. Я лікаря рекомендую всім своїм знайомим.",0
"Я був дуже нервований, що йду до лікаря, але лікар виявився дуже професійним і терпеливим. Вони зробили обстеження і виявили проблему з зубами. Лікар пояснив все дуже чітко і запропонував рішення. Я був задоволений тим, що вони зробили, тому що це значно полегшило мене. Лікарі тут дуже доброзичливі і здатні заспокоїти пацієнтів. Я рекомендую цього лікаря всім, хто потребує негайної стоматологічної допомоги. Це пройшло дуже швидко і безболезнено. Ще раз дякую лікаря за допомогу, я вже відчуваю себе краще.",1
"Специалист очень хороший, прием мне понравился, все било хорошо",0
"З лікарем дуже добре поспілкувались, дав призначення, консультація пройшла добре.",0
"Лікар відповів на всі мої запитання і дав мені хороші поради про те, що робити після початкової діагностики, і вони зробили необхідні обстеження і запропонували план лікування, і все вийшло дуже професійно і приємно.",1
"Мн понравилось. Внимательний, квалифицированний врач, иду на повторний прием к доктору.",0
"Подобається лікар, кваліфікований, все на вищому рівні.",0
"Візит до ендокринолога був дуже корисним. Лікар здійснив дуже детальний превентивний огляд, який включав в себе різні заходи для оцінки стану здоров'я. Спеціаліст здійснив обстеження і вивчив результати попередніх досліджень. Після цього лікар дав детальні пояснення результатів і дав рекомендації щодо поліпшення способу життя і запобігання захворюванням. Він звернув особливу увагу на питання збалансованої дієти та регулярних фізичних вправ. Все відбувалося в дуже дружній і відкритій комунікації, лікар відповів на всі питання і дав необхідні поради.",1
"Бистро, не качественно, без какого либо профессионализма. Не помог.",0
"Чудовий лікар, дійсно доступно усе пояснив. На візиті у цього лікаря мені все дуже сподобалося.",0
"Відвідав лікаря-дерматолога заради другої думки щодо певної шкіряної проблеми. Лікаря вразила його увага до деталей та професійний підхід. Спочатку провели обстеження, після чого лікар детально обговорив можливі варіанти лікування. У лікарняній обстановці панувало відчуття доброзичливості та уваги до пацієнтів. Сам лікар виявився добрим та слухняним спеціалістом, який чітко пояснював усі етапи лікування. На основі отриманої консультації було розроблено персональний план лікування, який уже дає свої позитивні результати. Загалом, візит був дуже корисним та заслуговує на позитивну оцінку.",1
"Я повернувся до ортопедичного хірурга на ще один візит після лікування. Вони знову зробили переоцінку, запитали мене про те, як я почуваюся після лікування. Доктор слухав мої скарги, відповів на мої питання, але я трохи втомився від цих повторних відвідувань. Мені здається, що мені потрібно занадто часто ходити до лікаря, але здається, що це необхідно для моєї реабілітації. Доктор діє професійно, але я просто хочу повернутися до свого нормального життя.",1
"Я так вдячний своєму стоматологу за ідеальне лікування під час попереднього обстеження! Доктор - абсолютний професіонал у своїй галузі, який показав неймовірну увагу до моїх потреб. Він фантастично чистий і зручний у своєму офісі, а сам лікар - найкращий спеціаліст, якого я коли-небудь бачив. Я неймовірно вдячний, що обрав цього лікаря, тому що він надає неймовірно високий рівень послуг. Перфектне лікування і фантастична допомога пацієнтам - це те, що дійсно відрізняє цього лікаря від усіх інших. Я неймовірно вдячний за все, що він зробив для мене під час мого візиту!",1
"Мене все влаштувало на прийомі і в клініці, дякую.",0
"Лікар дуже детально вивчив його і чітко пояснив його діагноз. Він запропонував мені кілька варіантів лікування, які дозволили мені прийняти свідоме рішення про те, що робити далі.",1
"Профессиональная консультация, все получили что, хотели, хорошее отношение к пациентам.",0
"Хороший, отзивчивий, приятний доктор. Вислушала, назначила правильное лечение. Все супер.",0
"Я була дуже нервозна, коли пішла до лікаря, тому що у мене була висока температура і дуже багато болю. Врач зробив огляд і написав мені деякі ліки, щоб допомогти позбутися цих симптомів. Він сказав, що ці ліки зайдуть кілька днів, щоб почати діяти. Я сподіваюся, що вони допоможуть, тому що ця ситуація для мене дуже стресова. Врач був досить добрим, щоб пояснити мені, що я повинен зробити, щоб поліпшити своє стан. Тепер я просто чекаю і сподіваюся на краще. Врач дав мені деякі поради, як керувати своїм здоров'ям у цій ситуації, і я намагаюся дотримуватися цього. Я сподіваюся, що все скоро поправиться.",1
"Я пішла до педіатра з дитиною на планову консультацію. Лікар був дуже добрим і професійним, він створив для нас теплу атмосферу. Вони зробили деякі аналізи, а потім дали нам детальні результати. Вони дали нам хороші поради щодо догляду за дитиною. Лікар звернув увагу на всі деталі, відповів на всі питання. Ми були дуже задоволені відвідуваністю і порадими, які нам дали. Тепер ми знаємо, як краще піклуватися про здоров'я нашої дитини. Дуже дякуємо лікаря за його увагу і доброту!",1
"Лікар сподобався, дуже кваліфікований, ніяких проблем і запитань не виникло, зрозуміло все описав, зробив призначення, все було добре",0
"Відвідав лікаря з гострим випадком і досить високою температурою. Лікар провів обстеження, але не зняли докладного анамнезу. Направили на додаткове обстеження, але не пояснили усього докладно. Отримав певні поради щодо використання певних засобів, але загалом перебування в клініці мене не впевнило. Було відчуття, що лікарем не приділявся достатній час моєму випадку. Загалом підходи лікаря були досить традиційними, але очікував більш персоналізованого підходу до лікування.",1
"Від лікаряіста я отримав дуже добрий прийом. Після направлення від сімейного лікаря, провели обстеження. Лікар дуже уважно ставився до мене, вислухав всі мої скарги. Тепер чекаю результатів, сподіваюсь на позитивний исход. Всім рекомендую цього лікаря, але трохи нервую за свою майбутню діагнозу.",1
"Я був у лікарні, пройшов післяопераційний обстеження, лікар перевірив і взяв певні заходи, у них були експертизи, все виглядало добре, лікар рекомендував мені лікування, я був трохи нервований, але лікар заспокоїв мене, і зараз я чекаю подальших інструкцій, сподіваюся, що все буде добре.",1
"Я був дуже вражений професіоналізмом лікаря під час мого візиту. У мене трапився раптовий гострий інсульт, у мене була висока температура і сильний біль. Лікар провев глибоке обстеження і призначив відповідальне лікування. Я був дуже вдячний за догляд і увагу, які були надані мені. Під час інтерв'ю лікар чітко пояснив всі питання, пов'язані з моїм станом, і дав чіткі рекомендації щодо подальших дій. Його досвід у кардіології був чітко відчутний, і я дуже вдячний за його допомогу в такій складності ситуації. Тепер я відчуваю себе набагато краще завдяки його компетентному роботі.",1
"Мне все понравилось, все хорошо. Мне все об'яснил, дал мне информацию которая мне нужна била. В дальнейшем планирую еще прийти. Для дальнейшего оговорения.",0
"Мій ребенок недавно відвідав лікаря, якого порекомендував наш сімейний лікар. Лікарем провели обстеження, потім призначили ліки. Я немного нервую, щоб все буде гаразд. Лікарем повіділи, що треба продовжувати спостереження та подальше лікування.",1
"Ми недавно відвідали лікаря-кардіолога з нашим малюком і залишили лікаря із впевненістю у майбутньому нашої дитини. Лікар провів дуже уважне обстеження та дав нам багато цінних порад щодо догляду за серцем дитини. Усіури пройшли дуже легко й швидко, лікар пояснив нам усі кроки на кожному етапі та відповів на всі наші питання. Команда лікаря була дуже дружелюбною та турботливою, створила у нас відчуття безпеки. Ми дуже вдячні лікарю за його професійність та підтримку. Тепер ми знаємо, як правильно піклуватися про серце нашого малюка, щоб він ріс здоровим та сильним. Ми щиро радимо цього лікаря усім батькам!",1
"Врач накричал, я не виговорилась о чем хотела. Говорили совсем не о том.",0
"Отличний врач, очень понравилась, назначила нужние анализи, которие виявили проблеми о которих я не знала",0
"Таких врачей как она, наверное единици. Очень отзивчивая, спокойно вислушала, предложила план лечения. Мне очень понравилась внимательность доктора. На каждое слово задает вопроси, расспрашивает детально обо всем. Мне очень понравилось.",0
"Гастроентеролог прийняв мене в другий раз після початкового лікування. Під час візиту вони перевіряли мене і обговорювали моє стан здоров'я. Лікар уважно слухав мої скарги і запитав, як я відчуваю себе після лікування. Він дав рекомендації щодо подальших заходів і призначив дотримання після деякого часу.",1
"Відвідала лікаря-дерматолога за другою думкою. Лікар провів обстеження, дав рекомендації щодо лікування. Враження від візиту добре, лікар відповів на всі запитання. Рада, що звернулася до цього спеціаліста, тепер чекаю на результати лікування.",1
"Він є одним з кращих лікарів, яких я коли-небудь бачив. Він неймовірно кваліфікований терапевт, який звертався до мене з найвищим рівнем догляду і занепокоєння. Його післяопераційний огляд був абсолютно безболезненним через його велику роботу. Він неймовірно добрий і терпеливий лікар, він завжди слухав всі мої скарги і питання. Він фантастично чутливий до моїх потреб, він запропонував ідеальне лікування і поради для швидкого одужання. Я надзвичайно вдячний цьому фантастичному лікаря за його неймовірну роботу і занепокоєння про моє здоров'я.",1
"Я дуже вдячна лікаря, що допомогла мені під час надзвичайної ситуації. Температура Маву була дуже високою, і інтенсивний біль не давав мені спокою в дусі. Лікар оглянув мене і діагнозував, хоча мій випадок не був безпосередньо пов'язаний з його спеціальністю, він брав активну участь у моєму лікуванні. Всі необхідні процедури були зроблені для того, щоб зняти біль і лихорадку. Лікар був дуже уважним і зробив все можливе, щоб полегшити моє стан. Його професіоналізм і клопат надихнули мене на надію на моє відновлення. За його допомогу я дуже вдячний йому.",1
"Відвідала лікаря ще раз після лікування. Лікар провів повторне обстеження і призначив подальший курс лікування. Мене засмучує, що процес видужання йде так повільно. У лікаря добре ставлення до пацієнтів, він намагається пояснити все докладно, але мені вже хочеться швидших результатів. Певно, це просто звичайний процес, але мене уже дуже втомила ця довга боротьба із здоров'ям. Буду продовжувати лікування і сподіватися на поліпшення стану. Лікар працює досить ійно, тільки би результати були швидшими.",1
"Неймовірно добрий лікар ортопед! Надзвичайно швидко та фантастично вилікував мою травму в умовах невідкладної допомоги. Найкращий лікар, якого я коли-небудь зустрічала, надав ідеальне лікування та пояснив все доступно. Найвищий рівень професійності та турботи про пацієнтів - цього лікаря можна тільки похвалити!",1
"Лікарі в лікарні дуже професійні, вони зробили необхідні перевірки на другому відвідуванні, лікар слухав всі мої запитання і дав ясний відповідь, а після всіх процедур лікар дав мені рекомендації щодо подальшого лікування, і в цілому я був задоволений послугою і якістю догляду.",1
"Я відчував велику полегшення на своєму другому відвідуванні зубного лікаря. Вони дуже добре перевірили мою посаду, і лікарі показали себе дуже професіональними і уважними. Я був вражений їх увагою до всіх деталей і їхньою готовністю допомогти мені вирішити всі проблеми. Все було зроблено дуже правильно і гладко, що дало мені відчуття безпеки. Після візиту я відчував велике поліпшення у моєму стані, і це показує високий рівень кваліфікації лікарів.",1
Я отримав відмінне лікування та рекомендую Царука як висококваліфікованого лікаря.,0
"Мені довелося піти до невролога, бо у мене була сильна температура і сильний біль, і лікарі проводили перевірку і приписали лікування, і спочатку я була трохи нервова, але лікар заспокоїв мене своєю увагою і професіоналізмом, і, як правило, візит допоміг, хоча я все ще відчуваю себе трохи напруженою.",1
"Я відвідав дерматолога, щоб отримати другу думку про мою шкіру. Врач дуже уважно послухав мою медичну історію і зробив обширні дослідження. Потім він доручив мені лікування, призначене для поліпшення стану шкіри.",1
"Все прекрасно, я дуже задоволена. Я порекомендувала її своїм друзям, які мають таку ж проблему.",0
"Ми дуже вдячні лікарям за уважну лікування нашого дитини. Під час консультації лікар зробив огляд і дав професійні поради щодо лікування. Нам дали необхідні ліки, щоб допомогти нашій дитині повністю оновити. лікар відповів на всі наші питання і пояснив усі деталі лікування. Ми дуже раді відвідати цього лікаря і рекомендувати його іншим. лікар дуже позитивно вразив нас своєю увагою і професіоналізмом.",1
"Дуже добре обстежили, лікар дуже ввічливий, але я був трохи нервовий під час візиту. Лікар-дерматолог швидко поставив діагноз і дав рекомендації, як лікувати проблему. Загалом, все виглядало дуже добре, але мені потрібно ще пройти лікування, щоб точно сказати про результат. Всі було дуже ввічливо, але через невідкладну допомогу було трошки напружено.",1
"Все наче добре було на прийомі, лікарка все пояснила, але призначила велику кількість аналізів на колосальні суми та значний перелік препаратів, маю сумніви у їх тефективності.",0
"Чудово пройшов візит, лікар виконав свою роботу добре. Дякую.",0
"Лікар надала рекомендації, все чудово, допомогла, скерувала на подальші дії. Питань до роботи лікаря немає, найголовніше було зроблено. Дитина не дуже хотіла спілкуватися, лікар не дуже шукала підхід, але завдання, які потрібно було виконати, дитина виконала спокійно.",0
"Ми дуже вдячні лікарям за уважну обробку нашого дитини. Він зробив уважний огляд і запропонував необхідне лікування. лікар багато часу проводив, пояснюючи нам все, відповідаючи на всі питання і пояснюючи, що нам потрібно зробити, щоб поліпшити стан дитини. Ми вийшли з офісу з почуттям впевненості і чітким планом дій. Ми особливо хочемо подякувати лікаря за його піклувану ставлення та високу професіоналізм. Ми рекомендуємо цього лікаря кожному, хто потребує консультації для нейрологічних проблем у дітей. Ми відчували себе в безпеці і отримали кваліфіковану допомогу.",1
"Прийом пройшов добре, лікар мені сподобався, гарно мене проконсультував, планую прийти до лікаря на повторний прийом",0
"Лікар на прийомі досить добре вислухав мене, дав відповіді на ті питання, які в мене були",0
"Відвідав лікаря невролога для отримання другої думки. Провели обстеження та призначили певний курс лікування. хочаував більшичної консультації, стався розчарований рівнем наданої інформації. Однак лікар був уважним і слухав запитання. Може, це просто мій особистий досвід, але сподівався на більш ґрунтовну допомогу.",1
Все прошло так как мне хотелось. Ничего негативного нет. Он мне все об'яснил что я хотела узнать.,0
"Був на повторному візиті до лікаря-офтальмолога, немного хвилювався, як усе пройде. Лікар дуже уважно провів обстеження, перевірив усі показники. Запитав про перебіг лікування після попереднього візиту, увався тим, чи виникали якісь неприємні відчуття. Все відбулося досить швидко та безболісно. Лікарем були призначені певні препарати для підтримки оздоровлення, але деталей не хочу згадувати, тому що все-таки є певні моменти, які хочу залишити лише для себе. Загалом все миноло нормально, лікар дуже уважно ставився до мене, тому я досить задоволений відвідуванням.",1
"Лікар провів дуже ретельне обстеження та доволі детально пояснив всі варіанти подальшого лікування хронічного захворювання. Спілкувався ввічливо й чітко, відповів на всі питання, які у мене виникли. Загалом, я задоволений візитом та порадами, які отримав. Лікар показав себе професійним та уважним спеціалістом.",1
"Поважний, дуже сподобався. Професійний та компетентний.",0
"Цілком задоволений прийомом, отримав професійні рекомендації по моїй проблемі, зауважень не маю.",0
"Татьяна Петровна - отличний специалист. Консультация прошла отлично, бистро, врач качественно все рассказала, проконсультировала.",0
"Про лікарню можна сказати, що лікарі там мають високий рівень професійності. під час повторного візиту провели необхідне обстеження. Лікар вислухав усі мої питання і дав ясну відповідь. Після всіх процедур лікар дав рекомендації щодо подальшого лікування. Загалом, я задоволений службою і якістю обслуговування.",1
"Я була трохи нервова, коли пішла до невролога, але це вийшло дуже добре, і лікар перевірив мене дуже докладно, поставив мені кілька питань і дав мені якісь хороші поради, і тепер я відчуваю себе трохи більш розслабленим, і я дуже вдячна за професіоналізм і хороше середовище під час скринингу.",1
"Дуже добре обстежили, лікар гінеколог дужений і ввічливий, відчувала себе дуже комфортно під час візиту до лікарні, лікарі дуже добре ставились до мене, багато пояснювали, як потрібно доглядати за здоров'ям. Все пройшло швидко і якісно, дійсно дуже добрий лікар, рекомендуєм!",1
"Я надзвичайно розчарований візитом до цього лікаря, оскільки мав гострий випадок з температурою та сильним болем, проте офтальмолог пропонував лише ідеальне лікування очей, яке не мало жодного стосунку до моїх проблем. Неймовірно, але лікар не вислухав всіх моїх скарг, тому не можу назвати його найкращим лікарем, який фантастичне лікування.",1
"Очень хороший специалист. Может расположить к себе клиента, с ней как то спокойно.",0
"Відвідав лікаря-офтальмолога для профілактичного огляду. Лікар провів обстеження моїх очей, звернув увагу на стан сетчатки та інші ознаки. Після всього лікар надав детальну інформацію щодо моїх очей та запропонував рекомендації для поліпшення зору. Лікар був дуженим та уважним під час всього візиту.",1
"Доктор отзивчивий, приятний в общении. Нареканий нет. Все супер!",0
"Відвідування гастроентеролога було повторено після початкового лікування. Вони провели подальшу перевірку, під час якої лікар поставив ряд питань про моє благополуччя. Доктор був вежливий і уважний, але я хотів бачити більш активну реакцію на мої скарги. Проблеми, з якими я стояв, не були повністю вирішені, тому я залишаюся розчарований результатами лікування. Хоча лікар запропонував певні засоби для поліпшення мого стану, я очікував більш ефективних рішень. Я продовжую стежити за своїм здоров'ям і стежити за змінами. Можливо, наступний візит принесе кращі результати.",1
"Я задоволений роботою лікаря, він все оглянув, сказав свою думку. Мені повністю все сподобалося.",0
"Лікар пройшов мою особисту перевірку на відмінно, дуже чуйний та розумний, досвічений спеціаліст.",0
"Насправді, я був найкращим педіатром, який уважно проаналізував стан моєї дитини, яка страждала від хронічного захворювання, і лікар призначив мені фантастично ефективне лікування, яке давно починало давати позитивні результати, і неймовірно уважний лікар, який терпеливо слухав всі мої запитання і страхи, дозволяючи мені відчувати себе в абсолютному безпеці, і ідеальне лікування і неймовірно приємна атмосфера під час візиту зробили на мене неймовірно позитивний враження, хоча я була дуже нервозна з самого початку.",1
"Під час візиту були зроблені деякі медичні процедури, але я особисто сподівався на більш детальне обстеження. І розмовляючи з лікарем, я відчував, що деякі питання були пропущені. І хоча лікар діяв професійно, я все ще трохи розчарований результатами цього превентивного обстеження.",1
"Я пішов до лікаря в дуже важкий час, коли температура і біль у горлі змусили мене дуже нечуватися.",1
"Лікар одразу зрозуміла мене, призначила мені здати аналізи, призначила лікування, домовились підтримувати зв'язок у месенджері. Нічого того що мені б не сподобалось, не відбувалось.",0
"Консультация била минут 15, рассказал принципе все, но можно било би что-то еще добавить. Доктор безинициативен.",0
"Хоча лікування тривало деякий час, лікар взяв необхідні заходи, щоб стабілізувати мою шкіру. Наступний візит був у спокійній і дружній атмосфері.",1
"Я вдячний лікаря за доброзичливий гостинність. Я отримав консультації з питань здоров'я, а лікар зробив дуже глибоке обстеження. Врач прислухався до всіх моїх запитань і чітко пояснив все. Він дав мені надію на поліпшення і приписав курс лікування. Це було приємно відчувати турботу лікаря про мої проблеми. Я відчуваю себе набагато краще завдяки його підтримці і допомозі. Врач зробив на мене дуже добре враження, і я з радістю рекомендую його іншим. Врач виявив себе справжнім професіоналом і хорошим людиною. Після консультації я відчув велику полегшення і впевненість у своєму майбутньому.",1
"Лікар дуже уважно ставиться до своїх пацієнтів, провели повне обстеження, а після попереднього лікування результати лише поліпшилися. Відносини з пацієнтами очень доброзичливі, лікар надає всю потрібну інформацію та дає дієві поради. Дуже вдячний за професійну допомогу та добрий особистий підхід.",1
"Відвідував дерматолога на профілактичний огляд, був трохи нервовий, але лікар дуже ввічливо проводив розмову. Провели обстеження, і лікар дав певні рекомендації щодо догляду за шкірою. Враження загалом нейтральне, але лікар здається дуже кваліфікованим спеціалістом. Мені було трохи некомфортно під час процедур, але це, мабуть, через мою власну нервову реакцію. Загалом, ставлення лікаря до пацієнтів є уважним і професійним. Однак, після візиту відчував певну тривогу через результати, тому ờю подальших інструкцій. Здається, що лікар дуже досвідчений у своєму напрямку.",1
"Дуже вдячний лікарю за невідкладну допомогу! Провели ретельне обстеження очей і прислухались до всіх моїх скарг. Лікар прийшов на порогу з розумінням та добротою. Роз'яснив усі питання, пов'язані з моїм станом, та надав рекомендації щодо подальшого лікування. Тепер я почуваюсь набагато краще, адже знаю, що зроблено все можливе для моїх очей. Дуже рекомендую цього лікаря своїм друзям і рідним. Він справді чудовий спеціаліст!",1
"Лікар дуже професійний, знайшов причину моїх проблем. Лікаря рекомендую всім своїм знайомим і ділюся контактами клініки",0
"Получила качественную консультацию. Заика А. В. диагностировала проблему, что подтвердилась ранее пройденними тестами. Назначила лечение, сейчас в процессе.",0
"Лікар був дуже доброзичливий і уважливий, він зробив післялікувальний обстеження, все пройшло плавно, лікар дав нам корисні поради про те, як далі піклуватися про дитину, візит до лікаря був у дружній і теплий обстановці, ми були дуже задоволені консультацією, і я рекомендую цього педіатра всім!",1
"Лікар проявив ввічливість і турботу під час прийому. Провели обстеження та надали належну консультацію щодо лікування зуба. Лікар дуже уважно слухав мої прохання та пояснив все ясно. Загалом, мене задовольняє відвідування лікаря, відчув спокій після прийому.",1
"Був на консультації та вирішив продовжити призначене лікування у лікаря. Сподобалося його уважне ставлення, досить часу на сеансі. залишився всім дуже задоволен!",0
"Недавно я відвідала найкращого невролога, якого ви можете собі уявити. Лікар був неймовірно добрим і уважним до всіх аспектів хвороби. Я була нервована про відвідування, але лікар був неймовірно швидким, щоб заспокоїти мене своїми словами. Він дав мені ідеальне лікування для моєї хронічної хвороби, і зараз я відчуваю себе фантастично. Лікар був дуже терпеливий і дав мені чіткі рекомендації. Я відчував неймовірну підтримку протягом усього візиту. Після цього обстеження, я відчувала неймовірно полегшення, і лікування дав мені новий поштовх у боротьбі з хворобою. Лікар був найкращим лікарем, якого я коли-небудь бачив, і я відразу відчув, що я в хороших руках.",1
Як мені було приємно побачити лікаря! Спеціаліст дуже детально перевірив мене і надав мені всю необхідну допомогу на моє хронічне захворювання.,1
"Внимательний врач, бистро рассказал все что нужно. Ми уже несколько раз били на приеме. Ребенок с врачом подружился.",0
"Заика А. В - классний специалист! Времени уделила больше, чем достаточно, даже в ущерб наверное своему личному. Внимательно вислушала, дала дельние рекомендации, прописала лечение, все предельно понятно и ясно. Планирую еще к ней обращаться.",0
"Лікар провів плановий профілактичний огляд, під час якого проведено обстеження. Все пройшло досить спокійно, лікарем було дано багато корисних порад щодо профілактики певних захворювань. Загалом, візит пройшов успішно та без зайвих складнощів. Лікар виявив себе як.ований спеціаліст своєї галузі.",1
